Order_ID,Order_Date,Year,Month,Quarter,Product_Name,Category,Region,Customer_Type,Payment_Method,Quantity,Unit_Price,Total_Sales
1016,05-01-2024,2024,January,1,Tablet,Electronics,Mumbai,New,COD,1,37589,37589
1016,25-06-2024,2024,June,2,Tablet,Electronics,Mumbai,New,COD,1,37589,37589
1017,25-03-2023,2023,March,1,Book,Books,Delhi,Premimum,UPI,1,781,781
1018,15-06-2024,2024,June,2,Backpack,Fashion,Mumbai,Premimum,UPI,5,809,4045
1018,17-11-2023,2023,November,4,Backpack,Fashion,Mumbai,Premimum,UPI,5,809,4045
1018,15-04-2023,2023,April,2,Backpack,Fashion,Mumbai,Premimum,UPI,5,809,4045
1018,23-06-2023,2023,June,2,Backpack,Fashion,Mumbai,Premimum,UPI,5,809,4045
1019,23-10-2023,2023,October,4,Smartwatch,Electronics,Pune,Premimum,UPI,2,4129,8258
1019,20-08-2024,2024,August,3,Smartwatch,Electronics,Pune,Premimum,UPI,2,4129,8258
1019,04-09-2022,2022,September,3,Smartwatch,Electronics,Pune,Premimum,UPI,2,4129,8258
1019,01-03-2024,2024,March,1,Smartwatch,Electronics,Pune,Premimum,UPI,2,4129,8258
1019,22-05-2022,2022,May,2,Smartwatch,Electronics,Pune,Premimum,UPI,2,4129,8258
1021,26-09-2023,2023,September,3,Laptop,Electronics,Pune,Premimum,COD,2,68516,137032
1021,08-05-2024,2024,May,2,Laptop,Electronics,Pune,Premimum,COD,2,68516,137032
1021,30-10-2024,2024,October,4,Laptop,Electronics,Pune,Premimum,COD,2,68516,137032
1021,22-01-2023,2023,January,1,Laptop,Electronics,Pune,Premimum,COD,2,68516,137032
1022,04-08-2023,2023,August,3,Headphones,Electronics,Mumbai,New,Card,1,3985,3985
1022,18-01-2023,2023,January,1,Headphones,Electronics,Mumbai,New,Card,1,3985,3985
1023,24-07-2024,2024,July,3,Shoes,Fashion,Mumbai,Returning,UPI,1,2380,2380
1023,20-09-2023,2023,September,3,Shoes,Fashion,Mumbai,Returning,UPI,1,2380,2380
1024,27-03-2022,2022,March,1,Watch,Other,Bangalore,New,UPI,3,13522,40566
1024,19-12-2022,2022,December,4,Watch,Other,Bangalore,New,UPI,3,13522,40566
1024,17-02-2024,2024,February,1,Watch,Other,Bangalore,New,UPI,3,13522,40566
1024,15-07-2022,2022,July,3,Watch,Other,Bangalore,New,UPI,3,13522,40566
1024,15-11-2023,2023,November,4,Watch,Other,Bangalore,New,UPI,3,13522,40566
1024,12-04-2024,2024,April,2,Watch,Other,Bangalore,New,UPI,3,13522,40566
1024,08-10-2023,2023,October,4,Watch,Other,Bangalore,New,UPI,3,13522,40566
1024,30-04-2023,2023,April,2,Watch,Other,Bangalore,New,UPI,3,13522,40566
1025,24-09-2023,2023,September,3,Mobile Case,Other,Pune,Premimum,COD,1,340,340
1025,28-02-2022,2022,February,1,Mobile Case,Other,Pune,Premimum,COD,1,340,340
1025,24-05-2023,2023,May,2,Mobile Case,Other,Pune,Premimum,COD,1,340,340
1025,12-11-2024,2024,November,4,Mobile Case,Other,Pune,Premimum,COD,1,340,340
1025,02-08-2023,2023,August,3,Mobile Case,Other,Pune,Premimum,COD,1,340,340
1026,13-11-2023,2023,November,4,Tablet,Electronics,Bangalore,Returning,UPI,1,34153,34153
1026,26-10-2022,2022,October,4,Tablet,Electronics,Bangalore,Returning,UPI,1,34153,34153
1027,10-05-2022,2022,May,2,Book,Books,Delhi,Returning,UPI,1,884,884
1027,20-10-2023,2023,October,4,Book,Books,Delhi,Returning,UPI,1,884,884
1027,29-09-2022,2022,September,3,Book,Books,Delhi,Returning,UPI,1,884,884
1028,16-01-2023,2023,January,1,Backpack,Fashion,Pune,New,COD,1,1961,1961
1029,12-03-2023,2023,March,1,Smartwatch,Electronics,Pune,Premimum,UPI,1,7608,7608
1029,05-04-2023,2023,April,2,Smartwatch,Electronics,Pune,Premimum,UPI,1,7608,7608
1030,11-12-2023,2023,December,4,Water Bottle,Other,Hyderabad,Premimum,COD,5,126,630
1031,02-11-2022,2022,November,4,Laptop,Electronics,Hyderabad,New,COD,1,68088,68088
1031,09-10-2024,2024,October,4,Laptop,Electronics,Hyderabad,New,COD,1,68088,68088
1031,23-06-2024,2024,June,2,Laptop,Electronics,Hyderabad,New,COD,1,68088,68088
1032,01-05-2022,2022,May,2,Headphones,Electronics,Delhi,New,UPI,3,2723,8169
1032,23-08-2023,2023,August,3,Headphones,Electronics,Delhi,New,UPI,3,2723,8169
1032,28-05-2023,2023,May,2,Headphones,Electronics,Delhi,New,UPI,3,2723,8169
1033,09-01-2023,2023,January,1,Shoes,Fashion,Mumbai,New,COD,1,4157,4157
1033,27-01-2024,2024,January,1,Shoes,Fashion,Mumbai,New,COD,1,4157,4157
1033,31-01-2024,2024,January,1,Shoes,Fashion,Mumbai,New,COD,1,4157,4157
1033,10-02-2022,2022,February,1,Shoes,Fashion,Mumbai,New,COD,1,4157,4157
1035,28-02-2022,2022,February,1,Mobile Case,Other,Delhi,Returning,UPI,3,414,1242
1035,13-03-2022,2022,March,1,Mobile Case,Other,Delhi,Returning,UPI,3,414,1242
1035,04-07-2023,2023,July,3,Mobile Case,Other,Delhi,Returning,UPI,3,414,1242
1036,19-12-2023,2023,December,4,Tablet,Electronics,Bangalore,Returning,Card,2,15134,30268
1037,13-01-2024,2024,January,1,Book,Books,Hyderabad,Returning,Card,5,605,3025
1038,24-07-2022,2022,July,3,Backpack,Fashion,Delhi,Returning,Card,3,1857,5571
1038,25-02-2024,2024,February,1,Backpack,Fashion,Delhi,Returning,Card,3,1857,5571
1039,16-06-2022,2022,June,2,Smartwatch,Electronics,Chennai,Returning,COD,1,5190,5190
1039,07-01-2023,2023,January,1,Smartwatch,Electronics,Chennai,Returning,COD,1,5190,5190
1039,09-02-2023,2023,February,1,Smartwatch,Electronics,Chennai,Returning,COD,1,5190,5190
1039,29-10-2022,2022,October,4,Smartwatch,Electronics,Chennai,Returning,COD,1,5190,5190
1040,25-09-2022,2022,September,3,Water Bottle,Other,Bangalore,Premimum,COD,4,338,1352
1040,19-01-2022,2022,January,1,Water Bottle,Other,Bangalore,Premimum,COD,4,338,1352
1041,20-02-2022,2022,February,1,Laptop,Electronics,Hyderabad,New,COD,1,52555,52555
1041,16-08-2023,2023,August,3,Laptop,Electronics,Hyderabad,New,COD,1,52555,52555
1041,23-03-2023,2023,March,1,Laptop,Electronics,Hyderabad,New,COD,1,52555,52555
1042,23-10-2023,2023,October,4,Headphones,Electronics,Delhi,Returning,UPI,1,2478,2478
1042,23-08-2023,2023,August,3,Headphones,Electronics,Delhi,Returning,UPI,1,2478,2478
1042,12-08-2024,2024,August,3,Headphones,Electronics,Delhi,Returning,UPI,1,2478,2478
1043,20-04-2022,2022,April,2,Shoes,Fashion,Chennai,Returning,COD,2,4368,8736
1043,13-01-2023,2023,January,1,Shoes,Fashion,Chennai,Returning,COD,2,4368,8736
1043,16-08-2023,2023,August,3,Shoes,Fashion,Chennai,Returning,COD,2,4368,8736
1044,17-12-2024,2024,December,4,Watch,Other,Pune,Returning,UPI,5,4294,21470
1044,28-07-2024,2024,July,3,Watch,Other,Pune,Returning,UPI,5,4294,21470
1045,21-06-2023,2023,June,2,Mobile Case,Other,Chennai,Premimum,Card,5,877,4385
1046,25-10-2024,2024,October,4,Tablet,Electronics,Hyderabad,Premimum,UPI,2,35059,70118
1046,07-06-2022,2022,June,2,Tablet,Electronics,Hyderabad,Premimum,UPI,2,35059,70118
1047,25-08-2023,2023,August,3,Book,Books,Chennai,New,UPI,3,935,2805
1047,24-02-2022,2022,February,1,Book,Books,Chennai,New,UPI,3,935,2805
1048,31-07-2022,2022,July,3,Backpack,Fashion,Chennai,New,Card,1,1978,1978
1048,18-06-2024,2024,June,2,Backpack,Fashion,Chennai,New,Card,1,1978,1978
1048,03-02-2022,2022,February,1,Backpack,Fashion,Chennai,New,Card,1,1978,1978
1048,12-03-2022,2022,March,1,Backpack,Fashion,Chennai,New,Card,1,1978,1978
1049,16-04-2024,2024,April,2,Smartwatch,Electronics,Mumbai,Premimum,Card,2,14326,28652
1049,11-05-2024,2024,May,2,Smartwatch,Electronics,Mumbai,Premimum,Card,2,14326,28652
1049,30-12-2023,2023,December,4,Smartwatch,Electronics,Mumbai,Premimum,Card,2,14326,28652
1050,04-03-2023,2023,March,1,Water Bottle,Other,Mumbai,New,Card,3,100,300
1050,10-01-2022,2022,January,1,Water Bottle,Other,Mumbai,New,Card,3,100,300
1050,20-03-2023,2023,March,1,Water Bottle,Other,Mumbai,New,Card,3,100,300
1050,11-05-2023,2023,May,2,Water Bottle,Other,Mumbai,New,Card,3,100,300
1050,02-03-2023,2023,March,1,Water Bottle,Other,Mumbai,New,Card,3,100,300
1050,24-04-2023,2023,April,2,Water Bottle,Other,Mumbai,New,Card,3,100,300
1050,18-09-2022,2022,September,3,Water Bottle,Other,Mumbai,New,Card,3,100,300
1051,31-05-2022,2022,May,2,Laptop,Electronics,Chennai,New,COD,2,54846,109692
1052,16-07-2023,2023,July,3,Headphones,Electronics,Chennai,New,Card,3,4855,14565
1052,12-05-2022,2022,May,2,Headphones,Electronics,Chennai,New,Card,3,4855,14565
1053,27-08-2023,2023,August,3,Shoes,Fashion,Hyderabad,Premimum,UPI,3,1718,5154
1053,13-09-2024,2024,September,3,Shoes,Fashion,Hyderabad,Premimum,UPI,3,1718,5154
1053,14-08-2023,2023,August,3,Shoes,Fashion,Hyderabad,Premimum,UPI,3,1718,5154
1053,24-08-2023,2023,August,3,Shoes,Fashion,Hyderabad,Premimum,UPI,3,1718,5154
1054,15-02-2023,2023,February,1,Watch,Other,Pune,New,COD,5,17415,87075
1054,23-05-2024,2024,May,2,Watch,Other,Pune,New,COD,5,17415,87075
1055,07-12-2023,2023,December,4,Mobile Case,Other,Mumbai,New,UPI,3,661,1983
1055,23-04-2024,2024,April,2,Mobile Case,Other,Mumbai,New,UPI,3,661,1983
1055,21-02-2023,2023,February,1,Mobile Case,Other,Mumbai,New,UPI,3,661,1983
1055,06-06-2024,2024,June,2,Mobile Case,Other,Mumbai,New,UPI,3,661,1983
1056,27-10-2023,2023,October,4,Tablet,Electronics,Pune,Returning,Card,2,30075,60150
1056,28-01-2023,2023,January,1,Tablet,Electronics,Pune,Returning,Card,2,30075,60150
1057,09-08-2023,2023,August,3,Book,Books,Hyderabad,Premimum,Card,3,387,1161
1057,24-06-2022,2022,June,2,Book,Books,Hyderabad,Premimum,Card,3,387,1161
1058,27-12-2024,2024,December,4,Backpack,Fashion,Mumbai,New,UPI,5,1084,5420
1058,28-06-2022,2022,June,2,Backpack,Fashion,Mumbai,New,UPI,5,1084,5420
1058,14-08-2023,2023,August,3,Backpack,Fashion,Mumbai,New,UPI,5,1084,5420
1058,04-10-2024,2024,October,4,Backpack,Fashion,Mumbai,New,UPI,5,1084,5420
1059,15-05-2024,2024,May,2,Smartwatch,Electronics,Mumbai,New,Card,1,11559,11559
1059,13-11-2024,2024,November,4,Smartwatch,Electronics,Mumbai,New,Card,1,11559,11559
1059,29-12-2022,2022,December,4,Smartwatch,Electronics,Mumbai,New,Card,1,11559,11559
1059,12-03-2022,2022,March,1,Smartwatch,Electronics,Mumbai,New,Card,1,11559,11559
1059,24-09-2023,2023,September,3,Smartwatch,Electronics,Mumbai,New,Card,1,11559,11559
1059,08-09-2022,2022,September,3,Smartwatch,Electronics,Mumbai,New,Card,1,11559,11559
1060,01-11-2023,2023,November,4,Water Bottle,Other,Delhi,Premimum,UPI,5,717,3585
1061,04-01-2022,2022,January,1,Laptop,Electronics,Pune,Returning,COD,2,51590,103180
1061,02-10-2022,2022,October,4,Laptop,Electronics,Pune,Returning,COD,2,51590,103180
1061,22-05-2023,2023,May,2,Laptop,Electronics,Pune,Returning,COD,2,51590,103180
1062,28-02-2022,2022,February,1,Headphones,Electronics,Bangalore,New,UPI,2,2555,5110
1062,07-03-2024,2024,March,1,Headphones,Electronics,Bangalore,New,UPI,2,2555,5110
1062,21-08-2022,2022,August,3,Headphones,Electronics,Bangalore,New,UPI,2,2555,5110
1062,12-09-2023,2023,September,3,Headphones,Electronics,Bangalore,New,UPI,2,2555,5110
1063,14-02-2023,2023,February,1,Shoes,Fashion,Pune,New,COD,3,3601,10803
1063,24-12-2022,2022,December,4,Shoes,Fashion,Pune,New,COD,3,3601,10803
1063,28-03-2022,2022,March,1,Shoes,Fashion,Pune,New,COD,3,3601,10803
1064,28-12-2024,2024,December,4,Watch,Other,Chennai,Premimum,UPI,5,9924,49620
1064,15-02-2023,2023,February,1,Watch,Other,Chennai,Premimum,UPI,5,9924,49620
1064,26-04-2024,2024,April,2,Watch,Other,Chennai,Premimum,UPI,5,9924,49620
1064,21-11-2023,2023,November,4,Watch,Other,Chennai,Premimum,UPI,5,9924,49620
1065,27-04-2023,2023,April,2,Mobile Case,Other,Delhi,Returning,COD,5,511,2555
1065,30-11-2022,2022,November,4,Mobile Case,Other,Delhi,Returning,COD,5,511,2555
1065,03-12-2023,2023,December,4,Mobile Case,Other,Delhi,Returning,COD,5,511,2555
1065,27-11-2023,2023,November,4,Mobile Case,Other,Delhi,Returning,COD,5,511,2555
1066,17-02-2023,2023,February,1,Tablet,Electronics,Delhi,New,COD,1,29247,29247
1066,28-01-2023,2023,January,1,Tablet,Electronics,Delhi,New,COD,1,29247,29247
1066,23-12-2022,2022,December,4,Tablet,Electronics,Delhi,New,COD,1,29247,29247
1067,14-10-2024,2024,October,4,Book,Books,Pune,Premimum,UPI,4,699,2796
1068,05-12-2024,2024,December,4,Backpack,Fashion,Hyderabad,Returning,COD,5,566,2830
1068,24-07-2023,2023,July,3,Backpack,Fashion,Hyderabad,Returning,COD,5,566,2830
1068,22-05-2024,2024,May,2,Backpack,Fashion,Hyderabad,Returning,COD,5,566,2830
1068,04-04-2022,2022,April,2,Backpack,Fashion,Hyderabad,Returning,COD,5,566,2830
1069,14-12-2024,2024,December,4,Smartwatch,Electronics,Bangalore,Premimum,UPI,1,5629,5629
1069,02-07-2023,2023,July,3,Smartwatch,Electronics,Bangalore,Premimum,UPI,1,5629,5629
1069,03-08-2023,2023,August,3,Smartwatch,Electronics,Bangalore,Premimum,UPI,1,5629,5629
1070,16-11-2022,2022,November,4,Water Bottle,Other,Delhi,Returning,Card,3,579,1737
1070,04-09-2023,2023,September,3,Water Bottle,Other,Delhi,Returning,Card,3,579,1737
1070,27-01-2022,2022,January,1,Water Bottle,Other,Delhi,Returning,Card,3,579,1737
1071,01-06-2022,2022,June,2,Laptop,Electronics,Pune,New,Card,2,58940,117880
1072,11-07-2023,2023,July,3,Headphones,Electronics,Pune,New,UPI,1,3615,3615
1072,13-03-2023,2023,March,1,Headphones,Electronics,Pune,New,UPI,1,3615,3615
1073,22-09-2023,2023,September,3,Shoes,Fashion,Delhi,Premimum,COD,3,3472,10416
1074,26-10-2022,2022,October,4,Watch,Other,Delhi,Returning,Card,1,2976,2976
1074,26-12-2023,2023,December,4,Watch,Other,Delhi,Returning,Card,1,2976,2976
1075,18-01-2022,2022,January,1,Mobile Case,Other,Bangalore,Premimum,Card,3,359,1077
1075,21-08-2024,2024,August,3,Mobile Case,Other,Bangalore,Premimum,Card,3,359,1077
1075,20-02-2022,2022,February,1,Mobile Case,Other,Bangalore,Premimum,Card,3,359,1077
1075,15-04-2023,2023,April,2,Mobile Case,Other,Bangalore,Premimum,Card,3,359,1077
1076,23-10-2022,2022,October,4,Tablet,Electronics,Bangalore,New,COD,1,20775,20775
1076,23-01-2023,2023,January,1,Tablet,Electronics,Bangalore,New,COD,1,20775,20775
1076,18-09-2023,2023,September,3,Tablet,Electronics,Bangalore,New,COD,1,20775,20775
1077,14-03-2023,2023,March,1,Book,Books,Delhi,New,Card,4,920,3680
1078,30-11-2022,2022,November,4,Backpack,Fashion,Pune,Premimum,UPI,2,907,1814
1078,22-12-2024,2024,December,4,Backpack,Fashion,Pune,Premimum,UPI,2,907,1814
1079,06-11-2023,2023,November,4,Smartwatch,Electronics,Pune,Returning,COD,1,13388,13388
1079,16-08-2024,2024,August,3,Smartwatch,Electronics,Pune,Returning,COD,1,13388,13388
1079,18-07-2023,2023,July,3,Smartwatch,Electronics,Pune,Returning,COD,1,13388,13388
1079,27-06-2023,2023,June,2,Smartwatch,Electronics,Pune,Returning,COD,1,13388,13388
1079,10-01-2023,2023,January,1,Smartwatch,Electronics,Pune,Returning,COD,1,13388,13388
1079,17-04-2023,2023,April,2,Smartwatch,Electronics,Pune,Returning,COD,1,13388,13388
1080,08-06-2022,2022,June,2,Water Bottle,Other,Hyderabad,New,UPI,2,372,744
1080,24-11-2022,2022,November,4,Water Bottle,Other,Hyderabad,New,UPI,2,372,744
1080,25-11-2024,2024,November,4,Water Bottle,Other,Hyderabad,New,UPI,2,372,744
1081,15-04-2024,2024,April,2,Laptop,Electronics,Delhi,Premimum,COD,1,44531,44531
1081,25-07-2024,2024,July,3,Laptop,Electronics,Delhi,Premimum,COD,1,44531,44531
1082,11-04-2022,2022,April,2,Headphones,Electronics,Hyderabad,Premimum,Card,2,1963,3926
1082,22-11-2023,2023,November,4,Headphones,Electronics,Hyderabad,Premimum,Card,2,1963,3926
1082,25-09-2022,2022,September,3,Headphones,Electronics,Hyderabad,Premimum,Card,2,1963,3926
1082,29-06-2022,2022,June,2,Headphones,Electronics,Hyderabad,Premimum,Card,2,1963,3926
1082,11-05-2022,2022,May,2,Headphones,Electronics,Hyderabad,Premimum,Card,2,1963,3926
1083,06-02-2022,2022,February,1,Shoes,Fashion,Pune,New,Card,1,2483,2483
1083,08-08-2024,2024,August,3,Shoes,Fashion,Pune,New,Card,1,2483,2483
1083,31-05-2024,2024,May,2,Shoes,Fashion,Pune,New,Card,1,2483,2483
1083,25-09-2022,2022,September,3,Shoes,Fashion,Pune,New,Card,1,2483,2483
1083,04-07-2023,2023,July,3,Shoes,Fashion,Pune,New,Card,1,2483,2483
1084,23-10-2022,2022,October,4,Watch,Other,Mumbai,New,COD,5,18677,93385
1084,31-08-2023,2023,August,3,Watch,Other,Mumbai,New,COD,5,18677,93385
1085,28-06-2023,2023,June,2,Mobile Case,Other,Pune,New,Card,1,583,583
1085,28-05-2022,2022,May,2,Mobile Case,Other,Pune,New,Card,1,583,583
1085,21-09-2022,2022,September,3,Mobile Case,Other,Pune,New,Card,1,583,583
1086,28-03-2022,2022,March,1,Tablet,Electronics,Pune,Returning,Card,1,34775,34775
1087,09-03-2022,2022,March,1,Book,Books,Pune,New,Card,3,635,1905
1088,10-09-2024,2024,September,3,Backpack,Fashion,Pune,Returning,COD,5,527,2635
1088,03-02-2023,2023,February,1,Backpack,Fashion,Pune,Returning,COD,5,527,2635
1089,23-11-2022,2022,November,4,Smartwatch,Electronics,Mumbai,Returning,COD,2,3327,6654
1089,11-12-2023,2023,December,4,Smartwatch,Electronics,Mumbai,Returning,COD,2,3327,6654
1090,13-09-2022,2022,September,3,Water Bottle,Other,Hyderabad,New,UPI,1,383,383
1090,04-09-2023,2023,September,3,Water Bottle,Other,Hyderabad,New,UPI,1,383,383
1090,07-05-2024,2024,May,2,Water Bottle,Other,Hyderabad,New,UPI,1,383,383
1090,11-03-2023,2023,March,1,Water Bottle,Other,Hyderabad,New,UPI,1,383,383
1091,12-05-2024,2024,May,2,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1091,11-06-2022,2022,June,2,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1091,08-03-2024,2024,March,1,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1091,31-01-2023,2023,January,1,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1091,05-01-2022,2022,January,1,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1091,29-11-2024,2024,November,4,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1091,03-05-2024,2024,May,2,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1092,04-06-2022,2022,June,2,Headphones,Electronics,Delhi,Returning,COD,1,3607,3607
1092,21-06-2023,2023,June,2,Headphones,Electronics,Delhi,Returning,COD,1,3607,3607
1092,02-01-2023,2023,January,1,Headphones,Electronics,Delhi,Returning,COD,1,3607,3607
1093,12-10-2022,2022,October,4,Shoes,Fashion,Pune,Premimum,COD,3,3055,9165
1093,27-06-2023,2023,June,2,Shoes,Fashion,Pune,Premimum,COD,3,3055,9165
1094,19-03-2023,2023,March,1,Watch,Other,Pune,New,COD,4,18106,72424
1094,16-12-2023,2023,December,4,Watch,Other,Pune,New,COD,4,18106,72424
1094,10-07-2024,2024,July,3,Watch,Other,Pune,New,COD,4,18106,72424
1095,11-06-2022,2022,June,2,Mobile Case,Other,Delhi,Premimum,UPI,5,103,515
1096,19-10-2022,2022,October,4,Tablet,Electronics,Pune,Returning,Card,1,13217,13217
1096,28-01-2023,2023,January,1,Tablet,Electronics,Pune,Returning,Card,1,13217,13217
1096,17-02-2023,2023,February,1,Tablet,Electronics,Pune,Returning,Card,1,13217,13217
1097,09-06-2023,2023,June,2,Book,Books,Hyderabad,Premimum,COD,2,511,1022
1097,27-10-2022,2022,October,4,Book,Books,Hyderabad,Premimum,COD,2,511,1022
1097,14-06-2023,2023,June,2,Book,Books,Hyderabad,Premimum,COD,2,511,1022
1098,22-09-2023,2023,September,3,Backpack,Fashion,Mumbai,Premimum,UPI,2,513,1026
1098,09-05-2023,2023,May,2,Backpack,Fashion,Mumbai,Premimum,UPI,2,513,1026
1099,16-06-2022,2022,June,2,Smartwatch,Electronics,Chennai,Premimum,UPI,2,6283,12566
1099,17-11-2024,2024,November,4,Smartwatch,Electronics,Chennai,Premimum,UPI,2,6283,12566
1099,12-05-2023,2023,May,2,Smartwatch,Electronics,Chennai,Premimum,UPI,2,6283,12566
1100,26-12-2024,2024,December,4,Water Bottle,Other,Delhi,Premimum,COD,4,552,2208
1100,05-06-2022,2022,June,2,Water Bottle,Other,Delhi,Premimum,COD,4,552,2208
1100,13-10-2022,2022,October,4,Water Bottle,Other,Delhi,Premimum,COD,4,552,2208
1100,06-05-2022,2022,May,2,Water Bottle,Other,Delhi,Premimum,COD,4,552,2208
1100,31-08-2024,2024,August,3,Water Bottle,Other,Delhi,Premimum,COD,4,552,2208
1101,16-07-2023,2023,July,3,Laptop,Electronics,Chennai,Returning,Card,1,56441,56441
1101,02-08-2023,2023,August,3,Laptop,Electronics,Chennai,Returning,Card,1,56441,56441
1102,23-02-2022,2022,February,1,Headphones,Electronics,Hyderabad,Premimum,UPI,2,4833,9666
1102,13-01-2022,2022,January,1,Headphones,Electronics,Hyderabad,Premimum,UPI,2,4833,9666
1102,24-02-2022,2022,February,1,Headphones,Electronics,Hyderabad,Premimum,UPI,2,4833,9666
1103,08-01-2023,2023,January,1,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1103,27-03-2022,2022,March,1,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1103,25-10-2023,2023,October,4,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1103,07-08-2023,2023,August,3,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1103,29-12-2024,2024,December,4,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1103,12-07-2022,2022,July,3,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1103,10-04-2022,2022,April,2,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1104,23-03-2023,2023,March,1,Watch,Other,Chennai,New,COD,1,5201,5201
1105,27-04-2022,2022,April,2,Mobile Case,Other,Chennai,New,Card,2,469,938
1105,01-01-2023,2023,January,1,Mobile Case,Other,Chennai,New,Card,2,469,938
1105,26-08-2022,2022,August,3,Mobile Case,Other,Chennai,New,Card,2,469,938
1105,12-01-2022,2022,January,1,Mobile Case,Other,Chennai,New,Card,2,469,938
1105,20-07-2022,2022,July,3,Mobile Case,Other,Chennai,New,Card,2,469,938
1106,10-02-2023,2023,February,1,Tablet,Electronics,Pune,New,UPI,2,24448,48896
1106,03-09-2023,2023,September,3,Tablet,Electronics,Pune,New,UPI,2,24448,48896
1106,04-11-2024,2024,November,4,Tablet,Electronics,Pune,New,UPI,2,24448,48896
